prediction,variety,points,price
1,Drumheller 2014 Chardonnay (Columbia Valley (WA)),86,12.0
1,Eco Terreno 2013 Old Vine Cabernet Sauvignon (Alexander Valley),86,40.0
1,Hindsight 2012 Estate Grown Petite Sirah (Calistoga),86,55.0
1,Schmitt Söhne 2015 Riesling (Rheinhessen),86,9.0
1,Yalumba 2016 Made With Organic Grapes Chardonnay (South Australia),86,18.0
1,Z'IVO 2015 Rosé of Pinot Noir (Eola-Amity Hills),86,25.0
1,Spyro 2014 Albariño (Rías Baixas),86,16.0
1,Mitolo 2016 Jester Sangiovese Rosé (McLaren Vale),86,20.0
1,P.J. Valckenberg 2015 Undone Dry Riesling (Rheinhessen),86,10.0
1,Palencia 2016 Albariño (Ancient Lakes),86,20.0
1,Folie à Deux 2015 Pinot Gris (Sonoma Coast),88,18.0
1,Fuchs 2015 Grüner Veltliner (Burgenland),88,12.0
1,Gård 2014 Grand Klasse Reserve Lawrence Vineyards Viognier (Columbia Valley (WA)),88,22.0
1,Heron Hill 2015 Ingle Vineyard Riesling (Finger Lakes),88,20.0
1,Soquel Vineyards 2013 Intreccio Library Selection Red (Napa Valley),88,75.0
1,Ventosa 2015 Pinot Gris (Finger Lakes),88,18.0
1,Lamoreaux Landing 2014 Red Oak Vineyard Riesling (Finger Lakes),87,20.0
1,Lamoreaux Landing 2014 Yellow Dog Vineyard Riesling (Finger Lakes),87,20.0
1,Leyda 2015 Single Vineyard Falaris Hill Chardonnay (Leyda Valley),87,18.0
1,Marchesi Antinori 2015 Villa Antinori White (Toscana),87,14.0
1,Marchesi de' Frescobaldi 2015 Ammiraglia Massovivo Vermentino (Toscana),87,18.0
1,Poggioventoso 2015 Poetico White (Toscana),87,19.0
1,Pull 2013 Chardonnay (Paso Robles),87,18.0
1,R2 2013 Camp 4 Vineyard Grenache Blanc (Santa Ynez Valley),87,25.0
1,Dopff & Irion 2004 Schoenenbourg Grand Cru Vendanges Tardives Riesling (Alsace),92,80.0
1,Matrix 2007 Stuhlmuller Vineyard Chardonnay (Alexander Valley),92,36.0
1,Pierre Sparr 2007 Vendages Tardives Gewurztraminer (Alsace),91,48.0
1,Pierre Sparr 2008 Alsace One White (Alsace),91,13.0
1,Kuentz-Bas 2008 Pinot Blanc (Alsace),91,17.0
1,Dopff & Irion 2008 Gentil White (Alsace),91,20.0
1,Poderi Luigi Einaudi 2003  Barolo,91,68.0
1,Dopff & Irion 2008 Crustacés White (Alsace),90,10.0
1,Kuentz-Bas 2007 Cuvée Jerémy Sélection de Grains Nobles Pinot Gris (Alsace),90,112.0
1,Banyan 2007 Riesling (Santa Lucia Highlands),90,17.0
1,Domaine Zind-Humbrecht 2007 Hunawihr Clos Windsbuhl Pinot Gris (Alsace),90,84.0
1,Weingut Liebfrauenstift 2014 Dry Riesling (Rheinhessen),91,16.0
1,Yardstick 2013 Ruth's Reach Cabernet Sauvignon (Napa Valley),91,25.0
1,Carl Graff 2014 Graacher Himmelreich Spätlese Riesling (Mosel),91,14.0
1,Claiborne & Churchill 2014 Claiborne Vineyard Riesling (Edna Valley),91,28.0
1,Duckhorn 2012 Rector Creek Vineyard Merlot (Napa Valley),91,95.0
1,Dutton-Goldfield 2014 Dutton Ranch Pinot Noir (Russian River Valley),91,44.0
1,Fritz Haag 2014 Brauneberger Feinherb Riesling (Mosel),91,30.0
1,Fritz Haag 2014 Riesling (Mosel),91,22.0
1,Le Cadeau 2014 Pinot Noir (Willamette Valley),91,38.0
1,Stoneleigh 2008 Sauvignon Blanc (Marlborough),88,19.0
1,Tenuta Peter Sölva & Söhne 2007 De Silva Sauvignon (Alto Adige),88,25.0
1,Manzoni 2006 Lucia Highland Vineyard Chardonnay (Santa Lucia Highlands),88,23.0
1,Alamos 2007 Torrontés (Salta),88,12.0
1,Anaba 2007 Chardonnay (Sonoma Coast),88,35.0
1,Emiliana 2008 Natura Chardonnay (Casablanca Valley),87,11.0
1,Cesani 2007 Pancole  (Vernaccia di San Gimignano),87,18.0
1,Spier 2014 21 Gables Chenin Blanc (Western Cape),90,23.0
1,Terlan 2014 Nova Domus Riserva White (Alto Adige),90,62.0
1,J. Lohr 2015 October Night Chardonnay (Arroyo Seco),90,25.0
1,Delaire Graff 2013 Reserve White (Coastal Region),90,40.0
1,Eikendal 2014 Chardonnay (Western Cape),90,20.0
1,Matarromera 2015 Fermentado en Barrica Verdejo (Rueda),90,40.0
1,Robert Mondavi 2015 Fumé Blanc (Napa Valley),90,20.0
1,Samuel Tinon 2015 Megyer Dry Furmint (Tokaj),90,36.0
1,Sixteen by Twenty 2014 Chardonnay (Sonoma Coast),90,40.0
1,St. Pauls 2014 Passion Riserva Pinot Bianco (Alto Adige),90,40.0
1,Terlan 2015 Pinot Bianco (Alto Adige),90,""
1,Oldenburg 2013 Chardonnay (Stellenbosch),90,25.0
1,Oldenburg 2014 Chenin Blanc (Stellenbosch),90,20.0
1,Treleaven 2006 Semi-Dry Riesling (Cayuga Lake),85,14.0
1,Bloomer Creek 2006 Gewürztraminer (Finger Lakes),85,16.0
1,Silvan Ridge 2006 Reserve Pinot Noir (Willamette Valley),85,28.0
1,Talamonti 2007 Cerasuolo Rosè  (Montepulciano d'Abruzzo),85,10.0
1,Meeker 2004 Kiss Ridge Vineyard Cabernet Sauvignon (Diamond Mountain District),85,85.0
1,Consorzio Vini Tipici di San Marino NV Moscato (San Marino),85,18.0
1,D'Arenberg 2006 The Derelict Vineyard Grenache (McLaren Vale),85,29.0
1,Dogwood 2005 Cabernet Sauvignon (Mendocino),85,36.0
1,Domaine du Tariquet 2007 Ugni Blanc-Colombard (Vin de Pays des Côtes de Gascogne),85,9.0
1,Hayman & Hill 2007 Reserve Selection Chardonnay (Russian River Valley),85,15.0
1,Hermann J. Wiemer 2002 Blanc de Blanc Chardonnay (Finger Lakes),85,30.0
1,Finca Las Moras 2007 Reserve Chardonnay (San Juan),85,12.0
1,Long Flat 2006 Destinations Sauvignon Blanc (Adelaide Hills),85,15.0
1,Work 2004 Reserve Merlot (Sonoma Mountain),85,25.0
1,Amity 2006 Estate Single Vineyard Pinot Noir (Willamette Valley),85,45.0
1,Blue Rock 2005 Estate Cabernet Sauvignon (Alexander Valley),85,49.0
1,Esterlina 2009 Reserva Pinot Noir (Cole Ranch),89,55.0
1,Willamette Valley Vineyards 2009 Estate Pinot Noir (Willamette Valley),89,40.0
1,Jardin 2009 Nine Yards Chardonnay (Stellenbosch),89,40.0
1,Lungarotti 2007 Torre di Giano Vigna il Pino White (Torgiano),89,40.0
1,Marchesi Fumanelli 2005 Terso White (Veneto),89,36.0
1,Livio Felluga 2009 Friulano (Colli Orientali del Friuli),89,25.0
1,My Big Fat Greek Wine 2010 Assyrtico (Santorini),89,15.0
1,Nals Margreid 2010 Sirmian Pinot Bianco (Alto Adige),89,26.0
1,Pico Maccario 2010 Estrosa White (Monferrato),89,13.0
1,Erath 2009 Bishop Creek Pinot Noir,89,50.0
1,Franz Haas 2009 Sauvignon (Alto Adige),89,52.0
1,Salomon-Undhof 2011 Steiner Kögl Erste Lage Riesling (Kremstal),92,""
1,Talley 2011 Rincon Vineyard Pinot Noir (Arroyo Grande Valley),92,60.0
1,Treana 2008 Treana Red Cabernet Sauvignon-Syrah (Paso Robles),87,35.0
1,Buried Cane 2009 Whiteline No Oak Chardonnay (Columbia Valley (WA)),87,14.0
1,Cantina del Nebbiolo 2008  Roero,87,""
1,Cascina Adelaide 2005 4 Vigne  (Barolo),87,56.0
1,Cramele Recas 2009 Chardonnay (Recas),87,7.0
1,Domaine Sigalas 2010 Asirtiko Athiri White (Santorini),87,18.0
1,Otto's Constant Dream 2008 Syrah (Hawke's Bay),87,18.0
1,Robert Mondavi 2008 Cabernet Sauvignon (Napa Valley),87,28.0
1,Bellussi NV Extra Dry  (Prosecco di Valdobbiadene),86,15.0
1,Paladin 2007 Millesimato Brut Prosecco (Veneto),86,20.0
1,Perlage 2008 Col di Manza Extra Dry Millesimato  (Prosecco di Valdobbiadene),86,22.0
1,Sant Eurosia 2007 Brut  (Prosecco di Valdobbiadene),86,16.0
1,Sant Eurosia 2007 Millesimato Dry  (Prosecco di Valdobbiadene),86,18.0
1,L'Antica Quercia 2007 Matiú Brut  (Prosecco di Conegliano),86,12.0
1,Lucas Vineyards 2007 Vignoles (Finger Lakes),86,11.0
1,Marsuret NV Extra Dry  (Prosecco di Valdobbiadene),86,15.0
1,De Martino 2007 Legado Reserva Chardonnay (Limarí Valley),86,18.0
1,Beringer 2007 Alluvium Blanc White (Knights Valley),86,16.0
1,Cono Sur 2008 Visión Gewürztraminer (Casablanca Valley),86,15.0
1,Sommariva NV Palazzo Rosso Brut  (Prosecco di Conegliano),86,19.0
1,Spagnol NV Col del Sas Extra Dry  (Prosecco di Valdobbiadene),86,18.0
1,L'Antica Quercia 2007 Arió Extra Dry  (Prosecco di Conegliano),86,15.0
1,Château Notre Dame du Quatourze 2015 Rosé (Languedoc),83,16.0
1,Mémoires 2015 Rosé (Coteaux Varois en Provence),82,11.0
1,Cavas Hill NV 1887 Rosado Sparkling (Cava),82,13.0
1,Antoine Moltès & Fils 2015 Tradition Pinot Gris (Alsace),82,18.0
1,Bellisco NV Sparkling (Cava),82,11.0
1,Pura 8 2010 Grand Reserve Pinot Noir (Rapel Valley),81,20.0
1,Viña Tarapacá 2015 Gran Reserva Chardonnay (Leyda Valley),80,19.0
1,Chambers Rosewood Vineyards NV Rare Muscadelle (Rutherglen),98,350.0
1,Robert Weil 2014 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),97,775.0
1,Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),97,100.0
1,Torbreck 2012 RunRig Shiraz-Viognier (Barossa),97,225.0
1,Oremus 2005 Eszencia  (Tokaji),96,320.0
1,Rochioli 2014 South River Chardonnay (Russian River Valley),96,68.0
1,Robert Weil 2014 Kiedrich Gräfenberg Beerenauslese Riesling (Rheingau),96,365.0
1,Rochioli 2014 Sweetwater Chardonnay (Russian River Valley),96,68.0
1,Weingut Hans Bausch 2011 Hattenheimer Hassel Auslese Riesling (Rheingau),95,66.0
1,Torbreck 2012 Descendant Shiraz-Viognier (Barossa Valley),95,125.0
1,Cantina Terlano 2000 Vorberg Pinot Bianco (Alto Adige),88,21.0
1,Montresor 2001  Bianco di Custoza,88,11.0
1,Ronco del Gelso 1999 Chardonnay (Friuli),88,21.0
1,Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige),88,23.0
1,Gini 2002 Classico  (Soave),88,10.0
1,Borgo Conventi 2002 I Fiori del Borgo Sauvignon Blanc (Collio),88,15.0
1,Ceago Vinegarden 2001 Kathleen's Vineyard Sauvignon Blanc (Mendocino County),88,19.0
1,Volpe Pasini 2002 Zuc de Volpe Pinot Grigio (Colli Orientali del Friuli),88,18.0
1,Zenato 2001 Vigneto Massoni White (Naoussa),88,""
1,L.A. Cetto 1996 Private Reserve Nebbiolo (Valle de Guadalupe),88,18.0
1,La Vis 2001 Bianco dei Sorni White (Trentino),88,15.0
1,Fratelli Zeni 2000 Vigne Alte  (Bianco di Custoza),88,11.0
1,Tommasi 2001 Vigneto Santa Cecilia Chardonnay (Valdadige),88,9.0
1,San Michele Eppan 2002 Sanct Valentin Gewürztraminer (Alto Adige),88,30.0
1,Vinoce 2001 Sauvignon Blanc (Rutherford),88,18.0
1,Merriam 2000 Windacre Vineyard Merlot (Russian River Valley),88,34.0
1,Murphy-Goode 2000 Reserve Fume Sauvignon Blanc (Alexander Valley),88,17.0
1,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),88,25.0
1,Cantina Terlano 2002 Terlano Classico White (Alto Adige),88,15.0
1,Valdivieso 2001 Reserve Chardonnay (Central Valley),88,14.0
1,Bridlewood 2000 Sauvignon Blanc (Santa Ynez Valley),87,12.0
1,San Pedro 2002 Castillo de Molina Reserva Chardonnay (Lontué Valley),87,11.0
1,Conti Formentini 2001 Rylint White (Collio),87,""
1,Cline 2007 Ancient Vines Zinfandel (California),85,16.0
1,Aresti 2008 Estate Selection Sauvignon Blanc (Curicó Valley),85,13.0
1,Astoria 2008 Extra Dry  (Prosecco di Valdobbiadene),85,24.0
1,Cantine Maschio NV Brut Prosecco (Italy),85,13.0
1,Val d'Oca 2008 Millesimato Extra Dry  (Prosecco di Valdobbiadene),85,19.0
1,Vinavanti 2005 Le Bon Viveur Red (California),85,15.0
1,Viticoltori Ponte NV Extra Dry  (Prosecco del Veneto),85,19.0
1,Jacquart NV Brut Mosaïque  (Champagne),85,30.0
1,Lapostolle 2007 Casa Chardonnay (Casablanca Valley),85,14.0
1,Le Vigne di Alice 2008 Millesimato Extra Dry  (Prosecco di Conegliano e Valdobbiadene),85,15.0
1,McGregor 2007 Dry Gewürztraminer (Finger Lakes),85,20.0
1,Perlage 2008 Canah Brut  (Prosecco di Valdobbiadene),85,20.0
1,Pizzolato 2007  Prosecco del Veneto,85,13.0
1,Pizzolato NV Stefany Extra Dry  (Prosecco del Veneto),85,16.0
1,Red Newt Cellars 2007 Riesling (Finger Lakes),85,14.0
1,Ca'Tullio NV Extra Dry  (Prosecco del Veneto),85,14.0
1,Pizzolato NV  Prosecco del Veneto,85,""
1,Kerloo 2015 Blue Mountain Vineyard Grenache Blanc (Walla Walla Valley (WA)),89,20.0
1,Kohl 2015 Kittl Grüner Veltliner (Weinviertel),89,23.0
1,Las Positas 2014 Verdigris White (California),89,30.0
1,Lieb 2015 Bridge Lane Rosé (New York),89,18.0
1,Macari 2010 Cuvée Gabriella Brut Rosé Sparkling (North Fork of Long Island),89,35.0
1,Malat 2015 Crazy Creatures Grüner Veltliner (Kremstal),89,17.0
1,Ojai 2014 McGinley Vineyard Sauvignon Blanc (Santa Ynez Valley),89,30.0
1,ONX 2015 Indie Tempranillo (Templeton Gap District),89,24.0
1,Pomum 2014 Upland Vineyard Riesling (Snipes Mountain),89,16.0
1,Prospect 772 2014 Stepping Stones Grenache Blanc (Santa Barbara County),89,27.0
1,Gebeshuber 2015 Lage Modler Zierfandler (Thermenregion),89,""
1,Tenuta La Marchesa 2015 Gold Label  (Gavi),89,15.0
1,Winzer Krems 2015 Rosé Zweigelt (Niederösterreich),89,12.0
1,Eschenhof Holzer 2015 Altweingarten Grüner Veltliner (Wagram),88,12.0
1,André Brunel 2014 Domaine de la Becassonne White (Côtes du Rhône),88,19.0
1,Majolini 2006 Pas Dosé Aligi Sassu Chardonnay (Franciacorta),92,39.0
1,Montaudon NV Classe M  (Champagne),92,""
1,Pillitteri 2012 Reserve Icewine Vidal (Niagara-On-The-Lake),92,30.0
1,Robert Mondavi 2011 Reserve Chardonnay (Carneros),92,40.0
1,Roederer Estate NV Brut Sparkling (Anderson Valley),92,23.0
1,Rusack 2011 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),92,45.0
1,Bellavista 2006 Gran Cuvée Pas Operé Sparkling (Franciacorta),92,50.0
1,Chehalem 2011 Ridgecrest Vineyards Pinot Noir (Ribbon Ridge),92,50.0
1,Chehalem 2012 Stoller Vineyards Pinot Blanc (Dundee Hills),92,29.0
1,Wittmann 2011 Westhofen Morstein GG Trocken Riesling (Rheinhessen),92,115.0
1,Dr. Loosen 2011 Ürziger Würzgarten Alte Reben GG Trocken Riesling (Mosel),92,42.0
1,Dr. Loosen 2011 Wehlener Sonnenuhr Kabinett Riesling (Mosel),92,27.0
1,Santa Maria La Palma 2006 Riserva  (Cannonau di Sardegna),87,15.0
1,Babcock 2010 Ocean's Ghost Pinot Noir (Sta. Rita Hills),87,60.0
1,Cape View 2011 Chenin Blanc (Stellenbosch),87,12.0
1,Ken Forrester 2011 Petit Chenin Blanc (Western Cape),87,12.0
1,Marco Cecchini 2010 Tovè White (Colli Orientali del Friuli),87,15.0
1,Vigneti Le Monde 2010 Pinot Grigio (Friuli Grave),87,18.0
1,Vigneti Le Monde 2010 Sauvignon (Friuli Grave),87,13.0
1,V&N; Cellars NV Reserva Brut Sparkling (Cava),87,19.0
1,Zerba Cellars 2008 Sangiovese (Walla Walla Valley (WA)),87,30.0
1,Knapp 2011 Chardonnay (Finger Lakes),87,12.0
1,Lava Cap 2010 Battonage Chardonnay (El Dorado),87,18.0
1,Loess 2009 Collection Blanco Verdejo (Rueda),87,25.0
1,MICA Cellars 2009 Babcock Vineyard Cabernet Franc (Suisun Valley),87,30.0
1,Michael Pozzan 2010 Annabella Pinot Noir (Carneros),87,17.0
1,El Coto 2011 Rosado Rosé (Rioja),87,11.0
1,Fenestra 2010 Silvaspoons Vineyard Verdelho (Lodi),87,15.0
1,Gunter Triebaumer NV Muscato Moscato (Österreichischer Sekt),87,18.0
1,Hanna 2011 Sauvignon Blanc (Russian River Valley),87,19.0
1,Alain Jaume et Fils 2009 Réserve Grand Veneur Red (Côtes du Rhône),87,15.0
1,Altùris 2011 White (Venezia Giulia),87,12.0
1,Camaraderie 2009 Clifton Vineyard Syrah (Wahluke Slope),87,28.0
1,Camaraderie 2009 Tempranillo (Yakima Valley),87,28.0
1,Big Basin 2014 Coastview Vineyard Chardonnay (Monterey County),91,48.0
1,D.R. Stephens 2014 Silver Eagle Vineyard Pinot Noir (Sonoma Coast),91,75.0
1,Qupé 2013 Doux Sawyer Lindquist Vineyard Marsanne (Edna Valley),91,35.0
1,Testarossa 2015 Rincon Vineyard Chardonnay (Arroyo Grande Valley),91,49.0
1,Tumwater 2014 Prince Hill Vineyard Reserve Pinot Noir (Dundee Hills),91,55.0
1,Wittmann 2015 Trocken Scheurebe (Rheinhessen),91,30.0
1,Le Cadeau 2011 Blanc de Noir Sparkling (Oregon),91,50.0
1,Maximin Grünhäuser 2015 Trocken Riesling (Mosel),91,22.0
1,Paul O'Brien 2014 Bradley Vineyard Pinot Noir (Umpqua Valley),91,45.0
1,Abbazia di Novacella 2012 Praepositus Passito Kerner (Alto Adige Valle Isarco),93,30.0
1,Lutum 2014 Gap's Crown Vineyard Chardonnay (Sonoma Coast),93,50.0
1,Artesa 2014 Estate Reserve Chardonnay (Carneros),93,35.0
1,Terre Rouge 2014 Enigma White (Sierra Foothills),93,25.0
1,Alleromb 2014 La Reyna Blanca Vineyard Chardonnay (Columbia Valley (WA)),89,38.0
1,Berryessa Gap 2015 Albariño (Yolo County),89,25.0
1,Chateau Lafayette Reneau 2016 Pinot Noir Rosé (Finger Lakes),89,17.0
1,Cupcake 2016 Rosé (California),89,13.0
1,Raconteur 2016 White (Washington),89,18.0
1,Savage Grace 2016 Orange Oak Ridge Vineyard Gewürztraminer (Columbia Gorge (WA)),89,26.0
1,Silvertip 2014 Unfiltered Estate Pinot Noir (Santa Cruz Mountains),89,32.0
1,Steininger 2016 Grüner Veltliner (Kamptal),89,18.0
1,Stevens 2016 StevensSteel Chardonnay (Yakima Valley),89,25.0
1,Strauss 2016 Classic Pinot Blanc (Steiermark),89,18.0
1,Strauss 2016 Classic Sauvignon Blanc (Südsteiermark),89,20.0
1,Trinity River 2015 Chardonnay,89,18.0
1,Umathum 2015 Zweigelt (Burgenland),89,""
1,Vintage Cowboy 2016 Chardonnay (Paso Robles),89,17.0
1,Winzer Krems 2016 GV Grüner Veltliner (Niederösterreich),89,13.0
1,Landhaus Mayer 2016 Riesling (Niederösterreich),89,16.0
1,Lavau 2015 La Decelle Red,89,20.0
1,Lyrarakis 2015 Vilana (Crete),89,13.0
1,Malat 2016 Furth-Palt Riesling (Kremstal),89,24.0
1,Michael Pozzan 2010 Cabernet Sauvignon (Alexander Valley),87,20.0
1,Michele Chiarlo 2011 Le Marne  (Gavi),87,19.0
1,Monte Xanic 2012 Viña Kristel Sauvignon Blanc (Valle de Guadalupe),87,15.0
1,Quady North 2011 Steel-Ox Viognier (Rogue Valley),87,25.0
1,Raptor Ridge 2012 Estate Grüner Veltliner (Chehalem Mountains),87,20.0
1,Rodney Strong 2012 Charlotte's Home Estate Sauvignon Blanc (Northern Sonoma),87,17.0
1,Saintsbury 2010 Toyon Farm Pinot Noir (Carneros),87,54.0
1,Sextant 2010 Caverio G-S-M (Paso Robles),87,40.0
1,Solar de Pinheiro 2012 Paço de São Lourenço White (Vinho Verde),87,12.0
1,Suavia 2011  Soave Classico,87,19.0
1,B Cellars 2011 Dutton Ranch Chardonnay (Russian River Valley),87,45.0
1,Bacio della Luna 2012 Millesimato Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),87,25.0
1,Barlow 2009 Unfiltered Merlot (Calistoga),87,35.0
1,Borgo Maragliano NV Brut Chardonnay (Piedmont),87,16.0
1,Bortolotti NV Dry  (Conegliano Valdobbiadene Prosecco Superiore),87,20.0
1,Claiborne & Churchill 2010 Pinot Noir (Edna Valley),87,28.0
1,Corte Falco 2010  Soave,87,15.0
1,Domenico Cavazza 2008 Memorio Creari  (Gambellara Classico),87,23.0
1,Cascina La Ghersa 2009 Sivoy White (Monferrato),87,19.0
1,Kangarilla Road 2012 Alluvial Fans Shiraz (McLaren Vale),92,35.0
1,WillaKenzie Estate 2013 Aliette Pinot Noir,92,48.0
1,Willm 2011 Vendanges Tardives Gewurztraminer (Alsace),92,54.0
1,Jean-Marc Bernhard 2013 Wineck-Schlossberg Grand Cru Riesling (Alsace),92,34.0
1,Yeringberg 2013 Viognier (Yarra Valley),92,60.0
1,Marqués de Murrieta 2010 Capellanía Viura (Rioja),92,28.0
1,Biecher & Schaal 2014 Altenberg de Bergheim Grand Cru White (Alsace),92,45.0
1,Domaines Schlumberger 2010 Kitterlé Grand Cru Riesling (Alsace),92,36.0
1,Domaines Schlumberger 2012 Kessler Grand Cru Pinot Gris (Alsace),92,30.0
1,Foxen 2014 Tinaquaic Vineyard Chardonnay (Santa Maria Valley),92,37.0
1,Les Belles Collines 2014 Pinot Gris (California),92,25.0
1,Melhill 2012 Chardonnay (Sonoma Coast),92,60.0
1,Purple Hands 2014 Freedom Hill Vineyard Pinot Noir (Willamette Valley),92,50.0
1,Reichsgraf von Kesselstatt 2014 Brauneberger Juffer-Sonnenuhr Spätlese Grosse Lage Riesling (Mosel),92,34.0
1,Sturm 2014 Sauvignon (Collio),92,24.0
1,Kuentz-Bas 2014 Pfersigberg Grand Cru Riesling (Alsace),92,39.0
1,Plantagenet 2014 Riesling (Great Southern),92,21.0
1,Sipp Mack 2014 Rosacker Grand Cru Riesling (Alsace),92,43.0
1,St. Amant 2013 Lodi Native Marian's Vineyard Zinfandel (Mokelumne River),92,30.0
1,Vine Cliff 2013 Chardonnay (Los Carneros),90,40.0
1,Monte Volpe 2013 Pinot Grigio (Mendocino),90,15.0
1,Poet's Leap 2014 Riesling (Columbia Valley (WA)),90,20.0
1,Raphael 2014 Virgin Berry Riesling (North Fork of Long Island),90,26.0
1,The Grapes of Roth 2014 Dry Riesling (Long Island),90,26.0
1,Acacia 2013 Pinot Noir (Carneros),90,28.0
1,Array 2012 Dijon Clone Chardonnay (Yakima Valley),90,32.0
1,Cobb 2012 Emmaline Ann Vineyard Pinot Noir (Sonoma Coast),90,75.0
1,Cooper-Garrod 2012 Gravel Ridge Vineyard Chardonnay (Santa Cruz Mountains),90,29.0
1,Reyneke 2013 Reserve Sauvignon Blanc (Stellenbosch),91,50.0
1,Saint Clair 2014 Pioneer Block 20 Dillons Point Cash Block Sauvignon Blanc (Marlborough),91,28.0
1,Soellner 2014 von Gösing Roter Veltliner (Wagram),91,""
1,Cloudy Bay 2014 Sauvignon Blanc (Marlborough),91,28.0
1,Dry River 2013 Pinot Noir (Martinborough),91,120.0
1,Dutton Estate 2013 Cohen Vineyard Dutton Ranch Sauvignon Blanc (Russian River Valley),91,23.0
1,Failla 2013 Keefer Ranch Pinot Noir (Russian River Valley),91,48.0
1,Mendel 2015 Semillon (Mendoza),85,25.0
1,Messias 2015 Santola White (Vinho Verde),85,8.0
1,Mont Sec 2015 Mont Sec Vineyards Viognier (Texas),85,14.0
1,Rascal 2014 Pinot Noir (Oregon),85,13.0
1,Terrazas de Los Andes 2015 Reserva Torrontés (Salta),85,17.0
1,Jack's House 2013 Cabernet Sauvignon (California),85,16.0
1,Kiwi Cuvée 2014 Bin 068 Chardonnay (Vin de France),85,10.0
1,El Esteco 2015 Don David Reserve Torrontés (Calchaquí Valley),85,17.0
1,McPherson 2014 Sangiovese (Texas),85,""
1,Pech Merle 2013 Treborce Vineyard Zinfandel (Dry Creek Valley),85,33.0
1,Punset 2011 Campo Quadro Riserva  (Barbaresco),85,48.0
1,Jacob's Creek 2015 Classic Pinot Grigio (South Eastern Australia),85,9.0
1,William Knuttel 2007 Pinot Noir (Sonoma Coast),87,24.0
1,Casa Larga 2008 Fiori Delle Stelle Ice Wine Cabernet Franc (Finger Lakes),87,75.0
1,Cave de Beblenheim 2009 Baron de Hoen Riesling (Alsace),87,12.0
1,De Martino 2010 347 Vineyards Sauvignon Blanc (Central Valley),87,13.0
1,Dopff Au Moulin 2009 Gewürztraminer (Alsace),87,""
1,Center of Effort 2008 Effort Chardonnay (Edna Valley),87,22.0
1,El Coto 2010 Viura (Rioja),87,10.0
1,Handley 2009 Gewürztraminer (Anderson Valley),87,18.0
1,Kuleto Estate 2008 Zinfandel (Napa Valley),87,35.0
1,Lane Tanner 2009 Julia's Vineyard Pinot Noir (Santa Maria Valley),87,36.0
1,MacRostie 2008 Pinot Noir (Sonoma Coast),87,34.0
1,Oro de Castilla 2010 Solo Verdejo (Rueda),87,14.0
1,Pablo del Villar 2010 Ipsum Verdejo-Viura (Rueda),87,10.0
1,42°S 2008 Pinot Noir (Tasmania),87,18.0
1,Manyana 2008 Tempranillo (Cariñena),87,9.0
