prediction,variety,points,price
2,Tenuta Forconi 2013 Toscano Red (Toscana),87,80.0
2,Ceretto 2003 Bricco Rocche Prapó  (Barolo),92,70.0
2,Mauritson 2007 Rockpile Cemetary Vineyard Zinfandel (Rockpile),92,39.0
2,Henry's Drive Vignerons 2006 Parson's Flat Shiraz-Cabernet Sauvignon (Padthaway),92,40.0
2,Silverado 2006 Cabernet Sauvignon (Napa Valley),92,45.0
2,Camberley 2004 Philosophers' Stone Red (Stellenbosch),91,25.0
2,Ceretto 2003 Bricco Rocche Brunate  (Barolo),91,70.0
2,Clark-Clauden 2007 Cabernet Sauvignon (Napa Valley),91,78.0
2,Lassègue 2003  Saint-Émilion,91,50.0
2,Poderi Colla 2005 Costa Bruna  (Barbera d'Alba),90,26.0
2,Giacomo Ascheri 2003 Vigna dei Pola  (Barolo),90,45.0
2,Terra Valentine 2013 K Block Cabernet Sauvignon (Spring Mountain District),91,85.0
2,Testarossa 2013 Guidotti Vineyard Pinot Noir (Santa Lucia Highlands),91,64.0
2,Vincent Vineyards 2010 Family Reserve Cabernet Sauvignon (Santa Ynez Valley),91,68.0
2,Vincent Vineyards 2012 Family Reserve Cabernet Sauvignon (Santa Ynez Valley),91,68.0
2,Wrath 2013 Destruction Level Red (Monterey),91,35.0
2,Albatross Ridge 2012 Estate Reserve Pinot Noir (Carmel Valley),91,55.0
2,Alta Colina 2012 Old 900 Syrah (Paso Robles),91,46.0
2,Marques de Griñon 2010 Single Vineyard Estate Bottled Graciano (Dominio de Valdepusa),91,50.0
2,Big Basin 2013 Syrah (Santa Cruz Mountains),91,36.0
2,Castello di Gabbiano 2012 Bellezza Gran Selezione  (Chianti Classico),91,38.0
2,Castello Romitorio 2011 Filo di Seta  (Brunello di Montalcino),91,""
2,Chronic Cellars 2013 Mr. Nibbles Red (Paso Robles),91,35.0
2,Conde de Velázquez 2012 Condesa Real Premium Blend Red (Aconcagua Valley),91,29.0
2,Cono Sur 2012 20 Barrels Cabernet Sauvignon (Maipo Valley),91,32.0
2,Dracaena 2013 Cabernet Franc (Paso Robles),91,28.0
2,G7 2012 The 7th Generation Gran Reserva Estate Bottled Cabernet Sauvignon (Loncomilla Valley),91,20.0
2,TerraMater 2006 Unusual Cabernet-Shiraz-Zinfandel Red (Maipo Valley),88,50.0
2,Isole e Olena 2005  Chianti Classico,88,22.0
2,Kenwood 2005 Jack London Vineyard Syrah (Sonoma Valley),88,25.0
2,McIntyre Vineyards 2006 Mission Ranch Pinot Noir (Arroyo Seco),88,36.0
2,Abbadia Ardenga 2003 M. Vigna  (Brunello di Montalcino),88,""
2,Apaltagua 2007 Envero Gran Reserva Carmenère (Colchagua Valley),88,15.0
2,Harrington 2006 Wiley Vineyard Pinot Noir (Anderson Valley),88,40.0
2,Abbazia Santa Anastasia 2003 Montenero Red (Sicilia),88,48.0
2,Viña Bisquertt 2007 Casa La Joya Reserve Merlot (Colchagua Valley),88,11.0
2,Fattoria Alois 2007 Campole Red (Campania),87,26.0
2,Henry's Drive Vignerons 2006 The Trial of John Montford Cabernet Sauvignon (Padthaway),87,30.0
2,Aldegheri 2003 Le Pietre Santambrogio Red (Rosso del Veronese),87,20.0
2,Campomaggio 2005  Chianti Classico,87,""
2,Carpineto 2003 Riserva  (Vino Nobile di Montepulciano),87,35.0
2,Sequum 2013 Four Soil Mélange Cabernet Sauvignon (Napa Valley),90,60.0
2,Sierra Starr 2014 Rising Starr Estate Bottled Cabernet Franc (Nevada County),90,28.0
2,Tenuta di Sesta 2011 Riserva  (Brunello di Montalcino),90,""
2,Yatir 2011 Syrah (Judean Hills),90,50.0
2,J. Lohr 2014 Gesture G-S-M (Paso Robles),90,30.0
2,Courtney Benham 2014 Cabernet Sauvignon (Napa Valley),90,25.0
2,Del Carlo Winery 2014 Home Ranch Teldeschi Vineyards Century Old Vine Zinfandel (Dry Creek Valley),90,32.0
2,Domaine St Pierre 2014 Red (Côtes du Rhône),90,16.0
2,Famille Perrin 2013 Les Christins Red (Vacqueyras),90,32.0
2,MCV 2014 1105 Red (Paso Robles),90,48.0
2,Mounts 2014 Verah Red (Dry Creek Valley),90,36.0
2,Or Haganuz 2014 French Blend Red (Galilee),90,80.0
2,Podere Scopetone 2012  Brunello di Montalcino,90,57.0
2,Talenti 2011 Trentennale  (Brunello di Montalcino),90,""
2,Mendel 2014 Lunta Malbec (Luján de Cuyo),90,22.0
2,Wagner 2006 Grace House Pinot Noir (Finger Lakes),85,15.0
2,Benessere 2005 Costa Del Sol Red (Napa Valley),85,18.0
2,Andean Sky 2007 Bonarda (Mendoza),85,10.0
2,Angove's 2006 Red Belly Black Shiraz (South Australia),85,12.0
2,Testarossa 2006 Thompson Vineyard Syrah (Santa Barbara County),85,49.0
2,Falcor 2005 Sangiovese (Napa Valley),85,34.0
2,J. & F. Lurton 2007 Herederos de François Lurton Villafrance de Duero Red (Vino de la Tierra de Castilla y León),85,13.0
2,Autumn Hill 2007 Petit Verdot-Merlot Red (Monticello),85,18.0
2,Cherry Hill 2006 Papillon Estate Pinot Noir (Willamette Valley),85,22.0
2,Cloud 9 2006 Seity Zinfandel (Amador County),85,35.0
2,Cueva de las Manos 2007 Reserve Malbec (Luján de Cuyo),85,15.0
2,David Fulton 2008 Petite Sirah (St. Helena),89,45.0
2,Goats do Roam Wine Co. 2008 Goat-Roti Syrah-Viognier (Coastal Region),89,20.0
2,Graham Beck 2007 The William Red (Coastal Region),89,18.0
2,Hartenberg 2007 Cabernet Sauvignon (Stellenbosch),89,35.0
2,Algodon 2008 Estate Blend Gran Reserva Red,89,37.0
2,Beaver Creek 2008 Fairytale Red (Napa Valley),89,39.0
2,Byron 2009 Monument Pinot Noir (Santa Maria Valley),89,60.0
2,Jardin 2007 Syrah (Stellenbosch),89,19.0
2,Kaiken 2008 Corte Malbec-Bonarda-Petit Verdot Red (Mendoza),89,14.0
2,O. Fournier 2007 B Crux Red (Uco Valley),89,19.0
2,Sottano 2009 Reserva de Familia Cabernet Sauvignon (Mendoza),89,30.0
2,St. Francis 2009 Old Vines Zinfandel (Sonoma County),89,20.0
2,Trailhead 2010 Cabernet Sauvignon (Napa Valley),89,30.0
2,Cambria 2011 Bench Break Vineyard Pinot Noir (Santa Maria Valley),92,34.0
2,I Giusti e Zanza 2009 Dulcamara Red (Toscana),92,41.0
2,J. Christopher 2011 Bella Vida Vineyard Unfiltered Pinot Noir (Dundee Hills),92,52.0
2,Viña Cobos 2011 Marchiori Vineyard Block C2 Malbec (Perdriel),92,215.0
2,Acústic 2010 Braó Vinyes Velles Carignan-Grenache (Montsant),92,40.0
2,Parallel 2010 Fortune Teller Cabernet Sauvignon (Napa Valley),92,125.0
2,Dionigi 2006  Sagrantino di Montefalco,92,""
2,Kilikanoon 2009 Green's Vineyard Shiraz (Barossa Valley),92,70.0
2,Finca Sophenia 2011 Synthesis Malbec (Tupungato),92,30.0
2,Ventisquero 2008 Grey [Glacier] Single Block Trinidad Vineyard Cabernet Sauvignon (Maipo Valley),87,20.0
2,Aquinas 2008 Cabernet Sauvignon (Napa Valley),87,15.0
2,Arboleda 2009 Cabernet Sauvignon (Aconcagua Valley),87,19.0
2,Attilio Ghisolfi 2007 Pinay Red (Langhe),87,""
2,Benessere 2007 Estate Sangiovese (Napa Valley),87,28.0
2,Cascina La Ghersa 2004 Vignassa  (Barbera d'Asti Superiore Nizza),87,""
2,Claudia Springs 2007 Zinfandel (Mendocino County),87,24.0
2,Socré 2006 Nebbiolo (Langhe),87,20.0
2,Boffa 2006 Nebbiolo (Langhe),87,18.0
2,Mount Veeder 2008 Cabernet Sauvignon (Napa Valley),87,40.0
2,Rabino 2008  Roero,87,""
2,Aresti 2007 Reserva Merlot (Curicó Valley),86,18.0
2,J. & F. Lurton 2006 Gran Araucano Cabernet Sauvignon (Colchagua Valley),86,35.0
2,Brutocao 2006 Reserve Zinfandel (Mendocino),86,34.0
2,Clos La Chance 2006 Lila's Cuvée Red (Central Coast),86,40.0
2,Koyle 2015 Costa Pinot Noir (Colchagua Costa),83,35.0
2,Pezzi King 2013 Serracino Reserve Zinfandel (Dry Creek Valley),82,48.0
2,Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen),100,350.0
2,Cavallotto 2010 Vignolo Riserva  (Barolo),97,150.0
2,Jasper Hill 2013 Georgia's Paddock Shiraz (Heathcote),95,85.0
2,Bel Colle 2012 Simposio  (Barolo),95,60.0
2,J. Davies 2012 Jamie Cabernet Sauvignon (Diamond Mountain District),95,200.0
2,Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills),95,48.0
2,Wakefield 2013 St. Andrews Single Vineyard Release Shiraz (Clare Valley),95,60.0
2,De Martino 1999 Reserva de la Familia Carmenère (Maipo Valley),88,10.0
2,Sebastiani 1991 Cherryblock Vineyard Cabernet Sauvignon (Sonoma Valley),88,160.0
2,Valiano 1997 Vino in Musica Sangiovese (Toscana),88,40.0
2,Lapostolle 2002 Estate Bottled Merlot (Rapel Valley),88,12.0
2,Carmen 2000 Estate Grown Reserve Cabernet Sauvignon (Maipo Valley),88,15.0
2,Casa Julia 2001 Reserve Cabernet Sauvignon (Maipo Valley),88,12.0
2,Undurraga 2001 Reserva Merlot (Maipo Valley),87,12.0
2,Cono Sur 2008 Visión Pinot Noir (Colchagua Valley),85,15.0
2,Viña Bisquertt 2007 Casa la Joya Reserve Syrah (Colchagua Valley),85,11.0
2,Vino V 2005 White Hawk Vineyard Syrah (Santa Barbara County),85,45.0
2,Miles 2006 Cabernet Franc (Finger Lakes),85,20.0
2,Morro Bay 2006 Split Oak Vineyard Cabernet Sauvignon (California),85,12.0
2,Guardian 2013 Confidential Source Merlot (Columbia Valley (WA)),89,30.0
2,Luberri 2011 Seis  (Rioja),89,18.0
2,Milbrandt 2013 The Estates Clifton Hill Vineyard Syrah (Wahluke Slope),89,42.0
2,Revello Fratelli 2012 Rocche dell'Annunziata  (Barolo),89,89.0
2,Trione 2012 Henry's Blend Red (Alexander Valley),89,54.0
2,Vinos de Arganza 2012 Século Mencía (Bierzo),89,15.0
2,Vinos de Arganza 2013 Marqués de Montejos Selección Mencía (Vino de la Tierra de Castilla y León),89,42.0
2,Walla Walla Vintners 2013 Cabernet Sauvignon (Walla Walla Valley (WA)),89,38.0
2,Wölffer 2013 Caya Cabernet Franc (Long Island),89,35.0
2,Dunbar 2012 Estate Grown Zinfandel (Sonoma Valley),88,32.0
2,Fattorie Romeo del Castello 2015 Vigorosa Rosato Nerello Mascalese (Etna),88,28.0
2,Flying Cloud 2014 Cabernet Sauvignon (Paso Robles),88,20.0
2,Montemercurio 2007 Messaggero  (Vino Nobile di Montepulciano),92,35.0
2,Valentina Cubi 2008 Morar  (Amarone della Valpolicella),92,69.0
2,Domaine Serene 2010 Evenstad Reserve Pinot Noir (Willamette Valley),92,65.0
2,Herdade Grande 2010 Gerações Colheita Seleccionada Red (Alentejano),92,34.0
2,Bell 2009 Clone 6 Cabernet Sauvignon (Rutherford),92,130.0
2,Castello di Amorosa 2009 La Castellana Red (Napa Valley),92,88.0
2,Sparkman 2009 Stella Mae Red (Red Mountain),87,45.0
2,Argiolas 2008 Costera Cannonau (Isola dei Nuraghi),87,18.0
2,Louis Bernard 2009 Red (Côtes du Rhône Villages),87,13.0
2,Lyeth 2010 L de Lyeth Cabernet Sauvignon (Sonoma County),87,13.0
2,Insania 2009 Red (Red Mountain),87,35.0
2,Aleo 2009 Tempranillo (Vino de la Tierra de Castilla y León),87,16.0
2,Beringer 2014 Quantum Red (Napa Valley),91,65.0
2,Conn Creek 2013 El Adobo Ranch Vineyard Cabernet Sauvignon (Chiles Valley),91,90.0
2,Cono Sur 2012 20 Barrels Limited Edition Peralillo Estate Merlot (Colchagua Valley),91,35.0
2,Davis Family 2014 Soul Patch Estate Grown Pinot Noir (Russian River Valley),91,55.0
2,Domaine Jeannin-Naltet 2014 Le Clos l'Evêque Premier Cru  (Mercurey),91,60.0
2,Prospect 772 2014 The Brat Grenache (Calaveras County),91,36.0
2,Qupé 2013 Sawyer Lindquist Vineyard Grenache (Edna Valley),91,35.0
2,Rex Hill 2014 Sims Vineyard Pinot Noir (Willamette Valley),91,55.0
2,Structure 2014 Wallula Syrah (Horse Heaven Hills),91,35.0
2,Joseph Jewell 2014 Bucher Vineyard Pinot Noir (Russian River Valley),91,45.0
2,Lapostolle 2013 Cuvée Alexandre Apalta Vineyard Made With Organic Grapes Syrah (Colchagua Valley),91,24.0
2,Le Cadeau 2015 Équinoxe Pinot Noir (Willamette Valley),91,50.0
2,Le Vigne 2014 Di Domenico Cabernet Sauvignon (Paso Robles),91,38.0
2,Northstar 2013 Red (Walla Walla Valley (WA)),91,50.0
2,Padis 2012 Cabernet Sauvignon (Napa Valley),91,110.0
2,Claiborne & Churchill 2014 Twin Creeks Estate Pinot Noir (Edna Valley),93,42.0
2,Flying Goat Cellars 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),93,60.0
2,Flying Goat Cellars 2012 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),93,42.0
2,Midsummer Cellars 2013 Cañon Creek Vineyard Cabernet Sauvignon (Napa Valley),93,75.0
2,ONX 2013 Reckoning Red (Templeton Gap District),93,54.0
2,Les Belles Collines 2012 Les Sommets Cabernet Sauvignon (Napa Valley),93,85.0
2,Turiya 2011 Stolpman Vineyard Sangiovese (Ballard Canyon),93,150.0
2,Iron Horse 2013 Thomas Road Pinot Noir (Green Valley),93,85.0
2,Brandini 2011 Resa 56  (Barolo),93,90.0
2,Carlisle 2013 Pagani Ranch Zinfandel (Sonoma Valley),93,46.0
2,Clos d'Argentine 2013 Winemaker's Selection Reserva Malbec (Mendoza),93,42.0
2,Passing Time 2013 Cabernet Sauvignon (Horse Heaven Hills),93,75.0
2,Resalte 2010 Gran Resalte  (Ribera del Duero),93,88.0
2,Sanctuary 2013 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),93,40.0
2,Limerick Lane 2013 Hail Mary Syrah-Grenache (Russian River Valley),93,48.0
2,Limerick Lane 2013 Headpruned Block Syrah (Russian River Valley),93,45.0
2,Loring Wine Company 2014 Durell Vineyard Pinot Noir (Sonoma Coast),93,50.0
2,Eighty Four 2010 Petite Sirah (Napa Valley),93,65.0
2,Flying Goat Cellars 2012 Rancho Santa Rosa Vineyard Pinot Noir (Sta. Rita Hills),93,48.0
2,Four Lanterns 2013 Fire Light Syrah (Paso Robles),93,62.0
2,Turiya 2011 Shapeshifter Red (Central Coast),93,100.0
2,World's End 2013 If Six Was Nine Reserve Cabernet Sauvignon (Napa Valley),93,53.0
2,Benegas 2011 Benegas Lynch La Encerrada Estate Vineyard Malbec (Mendoza),93,55.0
2,W.H. Smith 2012 Reserve Cabernet Sauvignon (Howell Mountain),93,70.0
2,Ardor 2015 Art Den Hoed Vineyard Syrah (Yakima Valley),89,50.0
2,Brezza 2015  Dolcetto d'Alba,89,15.0
2,Château de Campuget 2016 Tradition Rosé (Costières de Nîmes),89,11.0
2,Seven Falls 2013 Merlot (Wahluke Slope),89,18.0
2,Kontos 2014 Summit View Vineyard Malbec (Walla Walla Valley (WA)),89,41.0
2,L'Ecole No. 41 2014 Cabernet Sauvignon (Columbia Valley (WA)),89,30.0
2,Midnight 2013 Starlight Sangiovese (Paso Robles),89,36.0
2,Paoletti 2010 Cabernet Sauvignon (Oak Knoll District),87,69.0
2,Peconic Bay Winery 2010 Cabernet Franc (North Fork of Long Island),87,36.0
2,Príncipe de Viana 2008 Reserva 1423 Red (Navarra),87,35.0
2,Proemio 2009 Gran Reserve Winemaker's Selection Red (Mendoza),87,30.0
2,Quady North 2011 Bomba Grenache (Rogue Valley),87,25.0
2,Tilia 2011 Malbec (Mendoza),87,11.0
2,Coiled 2009 Sidewinder Red,87,25.0
2,Coiled 2010 Black Mamba Red,87,28.0
2,Colter's Creek 2010 Koos-Koos-Kia Colter's Creek Vineyard Red (Idaho),87,20.0
2,Walt 2013 Pinpoint Extreme Pinot Noir (Russian River Valley),92,75.0
2,Armida 2013 Tina's Block Maple Vineyard Zinfandel (Dry Creek Valley),92,48.0
2,Torbreck 2010 The Factor Shiraz (Barossa Valley),92,125.0
2,Niner 2013 Estate Grown Cabernet Sauvignon (Paso Robles),92,40.0
2,Quinta do Monte Xisto 2013 Red (Douro),92,80.0
2,Stone The Crows 2013 Three Twins Vineyard Fallen Feather Cabernet Sauvignon (Napa Valley),92,75.0
2,Scratch 2013 Grenache (Arroyo Seco),92,35.0
2,Stoller 2013 Nancy's Pinot Noir (Dundee Hills),92,70.0
2,Fable Mountain 2011 Night Sky Red (Coastal Region),92,50.0
2,Va Piano 2012 Cabernet Sauvignon (Walla Walla Valley (WA)),90,45.0
2,Y Rousseau 2012 Le Roi Soleil Cabernet Sauvignon (Mount Veeder),90,80.0
2,Palladino 2011 Ornato  (Barolo),90,65.0
2,Paradise Ridge 2012 Rockpile Vineyard Cabernet Sauvignon (Rockpile),90,65.0
2,Pecchenino 2013 Siri d'Jermu  (Dogliani Superiore),90,35.0
2,Poderi Colla 2013 Costa Bruna  (Barbera d'Alba),90,25.0
2,Rafael Cambra 2012 Soplo Garnacha Tintorera (Valencia),90,15.0
2,Seven Hills 2013 McClellan Estate Vineyard Malbec (Walla Walla Valley (WA)),90,30.0
2,Snoqualmie 2013 Eco Made with Organic Grapes Cabernet Sauvignon (Columbia Valley (WA)),90,13.0
2,Stags' Leap Winery 2012 Petite Sirah (Napa Valley),90,45.0
2,The Withers Winery 2013 Charles Vineyard Pinot Noir (Anderson Valley),90,44.0
2,Truchard 2012 Estate Cabernet Sauvignon (Carneros),90,38.0
2,Baracchi Riccardo 2011 Smeriglio Riserva Syrah (Cortona),90,50.0
2,Baracchi Riccardo 2012 Smeriglio Syrah (Cortona),90,35.0
2,Barrister 2012 Sagemoor Cabernet Sauvignon (Columbia Valley (WA)),90,35.0
2,Bodegas Berceo 2011 Selección Crianza  (Rioja),90,25.0
2,Bunnell 2011 ALX Syrah (Columbia Valley (WA)),90,42.0
2,Castello di Neive 2011 Metodo Classico Pinot Nero (Piemonte),90,45.0
2,Castello di Querceto 2010 Cignale Red (Colli della Toscana Centrale),90,70.0
2,Chateau Ste. Michelle 2012 Canoe Ridge Vineyard Cabernet Sauvignon (Horse Heaven Hills),90,30.0
2,Comm. G. B. Burlotto 2011 Acclivi  (Barolo),90,53.0
2,Mosquito Fleet 2011 Reserve 34 Cabernet Sauvignon (Red Mountain),91,90.0
2,Nadia 2012 Quattro Santa Barbara Highlands Vineyard Red (Santa Barbara County),91,35.0
2,Nittnaus Hans und Christine 2013 Nit'ana Red (Burgenland),91,35.0
2,Nottingham Cellars 2012 Ghielmetti Vineyard Micro-lot Reserve Malbec (Livermore Valley),91,50.0
2,Poggio Argentiera 2012 Capatosta  (Morellino di Scansano),91,35.0
2,Pride Mountain 2012 Cabernet Franc (Sonoma County),91,65.0
2,Ruffino 2010 Riserva Ducale Oro Gran Selezione  (Chianti Classico),91,43.0
2,Woodinville Wine Cellars 2012 Little Bear Creek Red (Columbia Valley (WA)),91,20.0
2,Kanonkop 2012 Estate Wine Pinotage (Simonsberg-Stellenbosch),91,40.0
2,El Enemigo 2012 Bonarda (Mendoza),91,30.0
2,Château Vignelaure 2014 Rosé (Coteaux d'Aix-en-Provence),91,20.0
2,Dry Creek Vineyard 2012 DCV2 Estate Four Clones Vineyard Zinfandel (Dry Creek Valley),91,38.0
2,Friedeman 2013 Dichotomy Pinot Noir (Russian River Valley),91,32.0
2,Akarua 2012 Bannockburn Pinot Noir (Central Otago),91,50.0
2,Benvenuto de la Serna 2010 Trisagio Malbec-Petit Verdot-Tannat Red (Valle de Uco),91,28.0
2,Carrick 2013 Unravelled Pinot Noir (Central Otago),91,30.0
2,Domaine Bousquet 2015 Cabernet Sauvignon (Tupungato),85,14.0
2,Paolo Manzone 2012 Meriame  (Barolo),85,80.0
2,Durigutti 2014 Bonarda (Mendoza),85,15.0
2,Felten Cellars 2013 Tempranillo (Paso Robles),85,32.0
2,Lagarde 2013 Henry Legarde Malbec (Luján de Cuyo),85,17.0
2,Marchesi di Barolo 2009 Riserva  (Barolo),85,102.0
2,De Loach 2008 Thornton Vineyard Pinot Noir (Sonoma Coast),87,45.0
2,"Monte De Oro 2006 Reserve, Vista del Monte Vineyard Syrah (Temecula Valley)",87,70.0
2,Mounts 2008 Estate Grown Syrah (Dry Creek Valley),87,28.0
2,Ninquén 2009 Antu Cabernet Sauvignon-Carmenère (Colchagua Valley),87,19.0
2,Pax 2007 Cuvée Christine Syrah (North Coast),87,45.0
2,Robert Foley 2008 The Griffin Red (Napa Valley),87,32.0
2,Paternoster 2007 Synthesi  (Aglianico del Vulture),87,30.0
2,Patton Valley 2010 West Block Pinot Noir (Willamette Valley),92,48.0
2,Bella 2009 Big River Ranch Zinfandel (Alexander Valley),92,38.0
2,San Pedro de Yacochuya 2012 Red (Salta),90,25.0
2,St. Supéry 2013 Rutherford Estate Vineyard Cabernet Sauvignon (Rutherford),90,125.0
2,Barnard Griffin 2014 Signature Cabernet Sauvignon (Columbia Valley (WA)),90,17.0
2,Brian Carter Cellars 2012 Tuttorosso Red (Yakima Valley),90,34.0
2,Chessman 2014 Cabernet Sauvignon (Santa Ynez Valley),90,20.0
2,Finca Constancia 2011 Parcela 23 Tempranillo (Vino de la Tierra de Castilla),90,20.0
2,Aiken 2013 Cabernet Sauvignon (Rutherford),90,125.0
2,Donkey & Goat 2013 Perli Vineyards Syrah (Mendocino Ridge),90,42.0
2,Torbreck 2013 Cuvee Juveniles Red (Barossa Valley),90,22.0
2,Valdicava 2012  Rosso di Montalcino,86,""
2,La Playa 2012 Block Selection Reserve Block N. 10 Merlot (Colchagua Valley),86,12.0
2,Navardia 2013 Made With Organic Grapes  (Rioja),86,12.0
2,Ridolfi 2012  Rosso di Montalcino,86,20.0
2,Still Waters 2010 Malbec (Paso Robles),86,28.0
2,Stomping Ground 2010 Merlot (California),86,10.0
2,Tenuta Poggio il Castellare 2009  Brunello di Montalcino,86,70.0
2,Tenuta San Giorgio 2012 Ciampoleto  (Rosso di Montalcino),86,28.0
2,Terrapura 2012 Merlot (Curicó Valley),86,11.0
2,G7 2012 Reserva Estate Bottled Cabernet Sauvignon (Loncomilla Valley),86,10.0
2,Maryhill 2011 Proprietor's Reserve Cabernet Franc (Columbia Valley (WA)),86,25.0
2,Easton 2014 Zinfandel (Amador County),90,20.0
2,Fess Parker 2013 Syrah (Santa Barbara County),90,28.0
2,Foretell 2012 Cabernet Sauvignon (Spring Mountain District),90,150.0
2,Gershon Bachus 2009 Erato De Portola Trail Vineyard Cabernet Franc (Temecula Valley),90,45.0
2,Graci 2015 Rosso  (Etna),90,30.0
2,Tornatore 2015 Rosato (Etna),90,19.0
2,Carmen 2014 Gran Reserva Carmenère (Colchagua Valley),90,15.0
2,Casa Dumetz 2014 Larner Grenache (Ballard Canyon),90,42.0
2,Greenwood Ridge 2013 Estate Bottled Syrah (Mendocino Ridge),90,29.0
2,Herencia 2013 Merlot (Napa Valley),90,42.0
2,Vall Llach 2007 Idus Red (Priorat),90,50.0
2,Ceralti 2008 Alfeo  (Bolgheri Superiore),90,""
2,Cline 2008 Sonoma Estate Syrah (Los Carneros),90,20.0
2,Fuentes 2008 Coraje Red (Priorat),90,44.0
2,Fuse 2009 Cabernet Sauvignon (Napa Valley),90,22.0
2,I Luoghi 2008 Campo al Fico  (Bolgheri Superiore),90,""
2,Loup Blanc 2007 La Mère Grand Red (Minervois),90,25.0
2,Owen Roe 2009 Slide Mountain Vineyard Cabernet Franc (Yakima Valley),90,72.0
2,Pacific Ridge 2009 Red Label Pinot Noir (Sta. Rita Hills),90,44.0
2,Bergevin Lane 2008 Stone Tree Vineyard Intuition Reserve Red (Columbia Valley (WA)),90,58.0
2,Jacopo Biondi-Santi 2008 Castello di Montepò  (Morellino di Scansano),90,29.0
2,Le Buche 2006 Giuseppe Olivi Memento Red (Toscana),90,45.0
2,Leonesse Cellars 2007 Signature Selection Syrah (Temecula Valley),90,70.0
2,Marsiliana 2005 Red (Toscana),90,""
2,Mazzei 2009 Fonterutoli  (Chianti Classico),90,28.0
2,Morlanda 2007 Criança Red (Priorat),90,48.0
